User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:08:14Z,iam.amazonaws.com,AddUserToGroup,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",e9b789ab-1bf6-4353-b250-de0d4f0f5acd,4a04fe8b-6ffe-4604-8cbb-2094279f0f87,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:07:39Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",75474955-4c3d-4036-bf71-f950554d0233,d66d49a6-f533-4ecc-87d7-5007e1ca6a24,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:07:39Z,iam.amazonaws.com,CreateUser,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATEQ53RRWTEVI3KKYH""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::215884729453:user/Accountant""}]",3d4e1687-d9bf-4c8b-968f-04895fc09ffa,e16da3a8-ca1b-479a-8904-e9120b5c0104,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:07:39Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",d4f0a9f8-fd91-40a8-8376-4bbc4187cde6,f1f7fd02-d8d9-483b-a486-7eb9509f5ef3,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:07:39Z,iam.amazonaws.com,CreateUser,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATEQ53RRWXDUT2J36Y""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::215884729453:user/CloudTrail""}]",b661e066-711a-4506-89c0-06657ed3f5a0,fdbc7b41-af13-4d01-b92b-b01a7983e3da,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:06:27Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",5b0509fd-c9e4-4df9-a256-644408d42227,145a13a2-be69-4d69-91bf-cbf97546282f,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:06:26Z,iam.amazonaws.com,CreateGroup,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATEQ53RRWVKSXWPYAZ""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::215884729453:group/Reviewers""}]",cd8097e0-8c07-4ee7-8a16-eda31dbd5c0f,e0ead21a-42a6-4f87-a17d-8fa931077725,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:06:10Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",7287d090-76d5-4bc3-a0ac-1f877f3b93e0,8cb64fbc-04d3-4ebb-978b-863832a50114,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:06:10Z,iam.amazonaws.com,CreateGroup,us-east-1,82.30.224.220,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::215884729453:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATEQ53RRWWU3WFBDUM""}]",a7a3226e-a9e2-403d-910e-a63e39b643c1,92944ed8-5e7f-4f5f-a249-3048b6a9cacd,,AwsApiCall,2.15885E+11,
ebaranauskas,ASIATEQ53RRWSAE67PYH,2020-10-20T20:05:40Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,82.30.224.220,console.amazonaws.com,,[],cda5b6ac-b30f-4b50-8609-b68e9ddcb80f,7c82fee2-fd42-42e8-91d5-95ccf0b51b17,,AwsApiCall,2.15885E+11,
ebaranauskas,,2020-10-20T20:05:08Z,signin.amazonaws.com,ConsoleLogin,eu-west-2,82.30.224.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.80 Safari/537.36",,[],,edcee920-d228-4ba7-b7db-860eb360fa00,,AwsConsoleSignIn,2.15885E+11,
